timestamp,tag,major,room,rssi,distance,raw_distance,mac
2026-04-29T12:05:15.104831,Tag-B-slot2,60285,test_bench,-91.0,15.32,,d6ac03164b2b
2026-04-29T12:05:16.133678,Tag-B,40604,test_bench,-88.5,12.38,,f7e6ef23cda5
2026-04-29T12:05:17.150617,Tag-A,39475,test_bench,-22.0,5.05,,dc0d301f90a3
2026-04-29T12:05:18.075404,Tag-A-slot2,10065,test_bench,-81.75,1.78,,dc0d3048303a
2026-04-29T12:05:21.148031,Tag-B,40604,test_bench,-88.5,12.38,,f7e6ef23cda5
2026-04-29T12:05:23.184392,Tag-A,39475,test_bench,-23.33,0.01,,dc0d301f90a3
2026-04-29T12:05:24.034015,Tag-A-slot2,10065,test_bench,-82.33,5.66,,dc0d3048303a
2026-04-29T12:05:25.031405,Tag-A-slot2,10065,test_bench,-84.67,6.91,,dc0d3048303a
2026-04-29T12:05:28.127512,Tag-A,39475,test_bench,-23.33,5.66,,dc0d301f90a3
2026-04-29T12:05:28.621885,Tag-B,40604,test_bench,-87.33,11.2,,f7e6ef23cda5
2026-04-29T12:05:29.138018,Tag-A,39475,test_bench,-23.0,0.04,,dc0d301f90a3
2026-04-29T12:05:30.045791,Tag-A-slot2,10065,test_bench,-84.67,6.91,,dc0d3048303a
2026-04-29T12:05:33.118959,Tag-A,39475,test_bench,-23.0,0.01,,dc0d301f90a3
2026-04-29T12:05:33.737372,Tag-B,40604,test_bench,-86.33,10.29,,f7e6ef23cda5
2026-04-29T12:05:34.144731,Tag-A-slot2,10065,test_bench,-80.5,4.84,,dc0d3048303a
2026-04-29T12:05:34.658115,Tag-A,39475,test_bench,-22.8,0.01,,dc0d301f90a3
2026-04-29T12:05:35.163440,Tag-A-slot2,10065,test_bench,-79.8,4.56,,dc0d3048303a
2026-04-29T12:05:38.662373,Tag-B,40604,test_bench,-85.67,9.72,,f7e6ef23cda5
2026-04-29T12:05:39.065965,Tag-A-slot2,10065,test_bench,-76.5,3.44,,dc0d3048303a
2026-04-29T12:05:39.690943,Tag-A,39475,test_bench,-22.0,0.03,,dc0d301f90a3
2026-04-29T12:05:40.092810,Tag-A-slot2,10065,test_bench,-76.4,3.41,,dc0d3048303a
